# G4Jy_name NED_name                      ncmp_GLEAM centroid_RAJ2000 err_centroid_RAJ2000 centroid_DEJ2000 err_centroid_DEJ2000 centroid_flag morphology ncmp_NVSSorSUMSS confusion_flag angular_size_limit angular_size S_NVSSorSUMSS err_S_NVSSorSUMSS Freq   G4Jy_NVSS_alpha err_G4Jy_NVSS_alpha G4Jy_SUMSS_alpha err_G4Jy_SUMSS_alpha S_1400  err_S_1400 alpha_mid    err_alpha_mid G4Jy_alpha   err_G4Jy_alpha reduced_chi2_G4Jy_alpha total_int_flux_076 err_total_int_flux_076 total_int_flux_084 err_total_int_flux_084 total_int_flux_092 err_total_int_flux_092 total_int_flux_099 err_total_int_flux_099 total_int_flux_107 err_total_int_flux_107 total_int_flux_115 err_total_int_flux_115 total_int_flux_122 err_total_int_flux_122 total_int_flux_130 err_total_int_flux_130 total_int_flux_143 err_total_int_flux_143 total_int_flux_151 err_total_int_flux_151 total_int_flux_158 err_total_int_flux_158 total_int_flux_166 err_total_int_flux_166 total_int_flux_174 err_total_int_flux_174 total_int_flux_181 err_total_int_flux_181 total_int_flux_189 err_total_int_flux_189 total_int_flux_197 err_total_int_flux_197 total_int_flux_204 err_total_int_flux_204 total_int_flux_212 err_total_int_flux_212 total_int_flux_220 err_total_int_flux_220 total_int_flux_227 err_total_int_flux_227 host_flag host_name                              host_RAJ2000 host_DEJ2000 W1mag  err_W1mag W2mag  err_W2mag W3mag  err_W3mag W4mag  err_W4mag eeMaj_allwise eeMin_allwise eePA_allwise Jmag_allwise err_Jmag_allwise Hmag_allwise err_Hmag_allwise Kmag_allwise err_Kmag_allwise ra_LSDR10          dec_LSDR10           mag_g_LSDR10 mag_r_LSDR10 mag_i_LSDR10 mag_z_LSDR10 dered_mag_g_LSDR10 dered_mag_r_LSDR10 dered_mag_i_LSDR10 dered_mag_z_LSDR10 snr_g_LSDR10 snr_r_LSDR10 snr_i_LSDR10 snr_z_LSDR10 psfsize_g_LSDR10 psfsize_r_LSDR10 psfsize_i_LSDR10 psfsize_z_LSDR10 morphtype_LSDR10 sersic_LSDR10 L_151_WperHz err_L_151_WperHz      L_1400_WperHz err_L_1400_WperHz linear_size_limit linear_size_kpc z_origin_flag z_Quality_flag zsp_misc             zsp_DESI zsp_WARN_DESI zph_misc             zph_LSDR8south err_zph_LSDR8south zph_fclean_LSDR8south zph_fqual_LSDR8south zph_ANN_wiseScos ebv_wiseScos NED_RAJ2000 NED_DEJ2000   NED_type z_NED    z_ref_NED          
  "G4Jy 1787" "WISEA J223932.79-042932.3"   1          339.88683        0.45                 -4.49272         0.6                  0             single     1                0              <                  18.0         0.554         0.017             1400.0 -1.2039645      0.0138752125        ""               ""                   0.554   0.017      -1.2039645   0.013875      -0.99996716  0.014159759    0.4155432               15.560014          0.10506248             14.330889          0.078469284            13.060958          0.070581               12.124821          0.0686649              11.353209          0.07136199             10.687749          0.058463708            10.057658          0.05658574             9.482661           0.054537974            8.484207           0.034131277            8.089569           0.03074227             7.6473436          0.030559119            7.2910023          0.027885366            7.054794           0.02931152             6.708116           0.02703912             6.490909           0.026790405            6.1520953          0.02698921             5.968232           0.029874848            5.6334686          0.03207682             5.363931           0.032630373            5.220312           0.03593535             i         "WISEA J223932.79-042932.3"            339.88663    -4.492314    14.991 0.036     14.808 0.073     12.272 ""        8.969  ""        0.0944        0.0895        139.1        ""           ""               ""           ""               ""           ""               339.8866290940199  -4.492304133901126   21.028557    19.158773    18.314592    17.892365    20.865728          19.04909           18.233938          17.831013          36.855568    110.39616    121.97849    144.32619    1.5598291        1.3189323        1.4258025        1.3750519        SER              6.0           8.81471E27   8.669296E25           6.581048E26   2.419024E25       <                 112.9427        8.0           5.0            ""                   ""       ""            0.5270000100135803   0.527          0.018              1                     1                    ""               ""           339.88663   -4.492314     IrS      0.56     2019ApJS..245...17Y
  "G4Jy 1788" "WISEA J224223.72-604430.7"   1          340.60246        1.5                  -60.74125        1.7                  1             single     1                1              ""                 62.4         0.897         0.032             843.0  ""              ""                  -0.90930367      0.02093993           0.6821  0.0499     -0.8251825   0.032887      -0.7553493   0.014788037    1.020069                6.87892            0.075812794            6.4523916          0.055985376            6.167615           0.053824596            5.679116           0.050525974            5.404664           0.038783368            5.2114277          0.03224265             4.9496427          0.031123023            4.739297           0.028524736            4.414671           0.023550484            4.2845616          0.021772051            4.068167           0.024184223            3.9423969          0.020667816            3.8220015          0.020048467            3.6979408          0.025879739            3.6665733          0.01999671             3.5217845          0.020854216            3.3043747          0.028221361            3.0894766          0.031965006            3.0407166          0.023230167            3.0277655          0.023285804            i         "WISEA J224223.72-604430.7"            340.59885    -60.74188    13.5   0.025     12.583 0.024     10.18  0.079     7.671  0.182     0.0445        0.0432        65.2         16.881       0.172            16.189       0.2              15.329       0.159            340.5988386903915  -60.74186466675585   18.309507    18.037434    17.570816    17.738499    18.248943          17.996635          17.540817          17.715677          1059.5282    1048.6487    1453.1218    887.5855     1.5632546        1.3486792        1.2367688        1.2127887        PSF              0.0           1.005272E27  8.821867E24           1.628288E26   1.333587E25       ""                265.8811        6.0           1.0            0.28157              ""       ""            0.38199999928474426  0.382          0.27               1                     1                    ""               ""           340.59885   -60.74188     RadioS   ""       ""                 
  "G4Jy 1789" "WISEA J224509.93-301241.7"   1          341.29121        0.52                 -30.21197        0.6                  0             single     1                0              ""                 31.6         0.225         0.008             1400.0 -1.3116665      0.016054444         ""               ""                   0.225   0.008      -1.3116665   0.016054      -1.1987565   0.014091108    0.2392147               9.34528            0.06071536             8.358816           0.049323972            7.5399365          0.04275691             6.82949            0.040243868            6.213251           0.036516536            5.670559           0.02910798             5.2750716          0.0258633              4.9016194          0.023500826            4.4574904          0.018429216            4.176017           0.016584734            3.976437           0.016603269            3.7048738          0.015286166            3.5101159          0.014685537            3.3578184          0.015029827            3.162105           0.013172804            3.0248654          0.01253033             2.848653           0.012385477            2.7007864          0.01393814             2.6374598          0.012234362            2.4977508          0.013015872            i         "WISEA J224509.93-301241.7"            341.2914     -30.211609   16.726 0.096     15.711 0.144     12.495 ""        8.952  ""        0.2637        0.2448        144.5        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           341.2914    -30.211609    RadioS   ""       ""                 
  "G4Jy 1790" ""                            1          341.46012        0.43                 -18.92119        0.6                  0             single     1                0              <                  16.6         0.79          0.028             1400.0 -0.9281434      0.015951557         ""               ""                   0.79    0.028      -0.9281434   0.015952      -0.9587969   0.013826589    0.073053434             11.970132          0.059186533            10.809462          0.04581741             10.034226          0.04183077             9.355513           0.036046784            8.694448           0.0357672              8.097802           0.028701277            7.5840306          0.027604982            7.1587415          0.026377335            6.6033278          0.017749725            6.2414             0.016987257            5.9524937          0.016103074            5.67481            0.014174069            5.389928           0.013598246            5.160105           0.014496466            5.025439           0.012547717            4.8072624          0.011646107            4.66496            0.01284927             4.501216           0.012304693            4.3544545          0.011911193            4.1872487          0.011564827            u         ""                                     ""           ""           ""     ""        ""     ""        ""     ""        ""     ""        ""            ""            ""           ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           ""          ""            ""       ""       ""                 
  "G4Jy 1791" "[HB89] 2243-032"             1          341.54733        0.45                 -3.00997         0.6                  0             single     1                0              <                  15.1         1.156         0.035             1400.0 -0.8132138      0.013746989         ""               ""                   1.156   0.035      -0.8132138   0.013747      -0.9804658   0.014526498    0.23813574              13.747421          0.11891093             12.532969          0.090860374            11.473445          0.077692784            10.528724          0.068214715            9.824525           0.05920587             9.010574           0.04844954             8.643562           0.044078007            8.193487           0.042247627            7.51494            0.03596265             7.0706353          0.033007827            6.6361966          0.030063784            6.3104444          0.030002587            6.1624875          0.031275027            5.8901377          0.030117186            5.6170683          0.030286595            5.4184732          0.03159048             5.267117           0.041327126            5.1213202          0.04118245             4.794805           0.041336708            4.638763           0.043801002            i         "WISEA J224611.34-030037.5"            341.54727    -3.0104418   14.143 0.029     13.071 0.029     10.338 0.089     7.955  0.23      0.0558        0.0541        105.7        16.561       0.098            15.856       0.107            15.609       0.209            341.5470459440119  -3.010469576233048   17.987848    17.236269    17.38438     17.411654    17.85109           17.144146          17.31664           17.360125          828.5412     702.8646     734.37036    792.95795    1.6703044        1.4048169        1.3422438        1.324377         PSF              0.0           9.254867E28  1.655859E27           1.301622E28   5.610665E26       <                 127.644         8.0           5.0            ""                   ""       ""            1.4600000381469727   1.46           0.697              0                     0                    ""               ""           341.54727   -3.0104418    QSO      1.347    1976ApJS...31..143W
  "G4Jy 1792" "PKS 2243-310"                1          341.64129        0.39                 -30.74633        0.6                  0             single     1                0              <                  19.7         1.085         0.033             1400.0 -0.70793253     0.013715303         ""               ""                   1.085   0.033      -0.70793253  0.013715      -0.6343742   0.014084577    0.22904389              8.010235           0.06352096             7.525282           0.050720762            7.152034           0.04358577             6.7777004          0.039415292            6.5967355          0.036241923            6.2568426          0.029822942            5.9821744          0.027470632            5.7318077          0.025667869            5.4960403          0.017851086            5.249374           0.015835842            5.154159           0.016000709            4.9363527          0.013625708            4.806804           0.014028498            4.65932            0.014759809            4.5382457          0.012471681            4.4700317          0.012351029            4.2912993          0.012696274            4.1475863          0.01390857             4.1401396          0.012574572            3.97003            0.013493638            i         "WISEA J224633.85-304445.9"            341.64105    -30.74609    15.474 0.041     15.148 0.087     12.369 ""        9.091  ""        0.1139        0.1051        132.4        ""           ""               ""           ""               ""           ""               341.6412864291709  -30.74625417564049   22.613928    Infinity     20.306387    19.573002    22.570292          Infinity           20.284773          19.55656           15.097836    0.0          37.54132     28.768202    1.7578883        0.0              1.8992637        1.4425241        DEV              4.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           341.64105   -30.746088    RadioS   ""       ""                 
  "G4Jy 1793" "[HB89] 2244-372"             1          341.76633        0.48                 -36.96222        0.6                  0             single     1                0              <                  19.1         1.261         0.038             1400.0 -0.6057636      0.01360834          ""               ""                   1.261   0.038      -0.6057636   0.013608      -0.70328903  0.014108265    0.16187531              7.824877           0.055022288            7.2842526          0.043793432            6.8704658          0.0484225              6.4779744          0.040750515            6.208741           0.031598695            5.8279524          0.026892217            5.628775           0.026057746            5.4109116          0.02338602             5.094909           0.018975904            4.8593707          0.016505126            4.7246337          0.015841085            4.549369           0.014698865            4.3997464          0.01481845             4.318773           0.015075049            4.144551           0.013604004            4.0269756          0.013236028            3.8565054          0.015208602            3.7649655          0.016856745            3.6787655          0.016580507            3.6694994          0.018432073            i         "WISEA J224703.90-365746.2"            341.76627    -36.962837   15.694 0.043     14.543 0.053     10.948 0.103     8.288  0.227     0.1011        0.0932        147.4        16.734       0.179            16.266       0.222            15.268       0.17             341.7663222658014  -36.96286230236893   19.109632    Infinity     18.983215    18.765823    19.053383          Infinity           18.955353          18.744629          322.12543    0.0          287.0793     156.86024    1.8509535        0.0              1.7310665        1.2840836        PSF              0.0           1.32222E29   2.674877E27           3.058379E28   1.431311E27       <                 157.2874        10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           341.76633   -36.962864    QSO      2.252    2018A&A...618A..80G
  "G4Jy 1794" "PKS 2247-232"                1          342.62367        0.41                 -23.01981        0.6                  0             single     1                0              <                  19.6         0.981         0.029             1400.0 -0.79427636     0.01333052          ""               ""                   0.981   0.029      -0.79427636  0.013331      -0.7589946   0.013941131    0.62083036              9.409181           0.061359346            8.63572            0.04681759             8.200606           0.043554854            7.752268           0.037345603            7.2832365          0.0359067              6.8764334          0.02691395             6.5563383          0.026006693            6.27027            0.022668077            5.949959           0.019519232            5.7524686          0.01685456             5.50681            0.017447779            5.315629           0.014878243            5.11847            0.015250499            4.9644604          0.01477139             4.824893           0.013178025            4.659697           0.0123678185           4.387317           0.012479734            4.314367           0.012059317            4.1552715          0.010783652            3.9753127          0.010498561            i         "WISEA J225029.59-230108.5"            342.62332    -23.019053   16.589 0.094     15.968 0.194     12.025 ""        8.315  ""        0.2856        0.2543        140.3        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            4.963253E28  7.358947E26           8.720515E27   3.596041E26       <                 164.5838        10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           342.62332   -23.019053    QSO      1.33     1996ApJS..107...19M
  "G4Jy 1795" "PKS 2250-41"                 1          343.264433       1.5                  -40.963395       1.7                  0             single     2                0              ""                 32.694       7.98          0.22              843.0  ""              ""                  -0.69074756      0.016029704          6.0679  0.3927     -0.65640986  0.029042      -0.77677816  0.013640309    0.22096825              43.747505          0.08539265             40.35148           0.06337948             38.6171            0.060127843            36.31124           0.05168336             34.268356          0.044643473            32.314205          0.037177015            30.967672          0.036034957            29.43218           0.032893393            27.183523          0.026206004            26.175087          0.02448027             25.20824           0.022395961            24.18118           0.021842008            23.226871          0.026072878            22.688547          0.025558675            21.915165          0.02308091             21.278198          0.024848651            20.232958          0.02571025             19.739311          0.026671449            19.27301           0.027614122            19.187506          0.0314741              i         "WISEA J225303.11-405746.7"            343.263      -40.962975   14.982 0.033     13.639 0.033     9.798  0.046     6.807  0.073     0.0613        0.0584        147.4        ""           ""               ""           ""               ""           ""               343.2630937268681  -40.96298180335342   20.112751    18.717567    18.57326     18.050177    20.070753          18.689276          18.552456          18.034351          230.73958    579.9867     393.1804     326.22424    1.6100364        1.3848569        1.2539747        1.398996         SER              3.6171832     7.501685E27  3.44874E25            1.683897E27   1.229625E26       ""                147.9617        1.0           1.0            0.307                ""       ""            0.2879999876022339   0.288          0.05               1                     1                    ""               ""           343.263     -40.962975    G        0.309    2008MNRAS.386.1797I
  "G4Jy 1796" "PKS 2252-394"                1          343.75004        0.46                 -39.2175         0.6                  0             single     1                0              <                  14.6         1.187         0.042             1400.0 -0.7419257      0.015932366         ""               ""                   1.187   0.042      -0.7419257   0.015932      -0.7761358   0.013954072    0.21698487              10.497502          0.06382853             9.771075           0.04985119             9.236076           0.045947272            8.681429           0.03891128             8.176205           0.03591517             7.7224             0.029482204            7.325613           0.027933476            6.9382567          0.025399804            6.443162           0.019601267            6.1944823          0.018164743            6.0235405          0.017895745            5.7560225          0.015887948            5.6167517          0.016151482            5.4325113          0.016497772            5.2515783          0.01532928             5.124593           0.016145973            4.8356338          0.017687345            4.695285           0.017997008            4.642822           0.019674335            4.603754           0.022765981            i         "WISEA J225459.90-391303.4"            343.7496     -39.217625   11.815 0.023     10.741 0.021     7.559  0.018     4.635  0.029     0.0328        0.032         60.7         15.187       0.059            14.257       0.064            13.204       0.04             343.7496165566222  -39.21763114059606   17.619413    Infinity     16.403568    16.67643     17.57543           Infinity           16.381783          16.659859          929.6842     0.0          1251.2302    685.54956    1.6337327        0.0              2.273579         1.1654943        PSF              0.0           1.23599E27   7.646783E24           2.349694E26   9.215542E24       <                 58.9671         6.0           2.0            0.26132333           ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           343.7496    -39.217625    G        0.261504 20096dF...C...0000J
  "G4Jy 1797" ""                            1          343.95817        1.5                  -52.76192        1.7                  0             single     1                0              ""                 76.6         3.988         0.12              843.0  ""              ""                  -0.44182092      0.017546505          3.0324  0.2042     -0.46418446  0.030232      -0.4329557   0.013986511    0.12445458              11.325444          0.08054706             10.95994           0.06545936             10.613459          0.060398247            10.081277          0.052454825            9.795937           0.04192395             9.653247           0.034763824            9.350774           0.03289559             9.021361           0.028562624            8.685197           0.02358193             8.525687           0.021419546            8.387656           0.02080121             8.150271           0.018386122            7.9602475          0.02024037             7.9017777          0.022093922            7.7234383          0.019737195            7.4716606          0.020623313            7.497067           0.024178734            7.3692565          0.021530086            7.165714           0.018001908            7.05705            0.016720109            i         "WISEA J225550.16-524541.6"            343.959      -52.76158    15.071 0.034     14.503 0.051     12.372 0.398     9.185  ""        0.082         0.0781        133.5        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            8.032037E27  6.968807E25           2.89623E27    2.362153E26       ""                491.1297        10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           ""          ""            ""       0.55     2006AJ....131..114B
  "G4Jy 1798" "PKS 2253-465"                1          344.17304        1.5                  -46.29222        1.7                  0             single     1                0              ""                 57.6         1.683         0.051             843.0  ""              ""                  -0.6114154       0.017684918          1.2797  0.0864     -0.59514815  0.030336      -0.68527573  0.014200388    0.2700127               7.627775           0.060618263            7.1076818          0.047847748            6.724548           0.04353223             6.3190646          0.039330393            5.9266405          0.036667               5.7012725          0.02891321             5.4902687          0.02891988             5.2166357          0.023737881            4.983913           0.014741264            4.8163724          0.013540368            4.6121287          0.014061453            4.513284           0.012251707            4.3839846          0.014266791            4.2449117          0.013669456            4.1205177          0.013862421            3.9831285          0.014448726            3.8186982          0.021071907            3.7772205          0.019720282            3.624087           0.018738218            3.5343416          0.01853105             i         "WISEA J225641.96-461736.4"            344.17484    -46.293453   13.292 0.033     13.207 0.038     12.323 0.532     8.126  ""        0.0759        0.0508        179.1        14.818       0.067            14.131       0.074            13.82        0.081            ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           344.17484   -46.293453    GPair    ""       ""                 
  "G4Jy 1799" "WISEA J225647.36-515844.3"   1          344.197209       1.53                 -51.978195       1.71                 0             single     2                0              ""                 18.886       4.591         0.121             843.0  ""              ""                  -0.52456385      0.015348021          3.491   0.2215     -0.5280799   0.028485      -0.62848765  0.013785816    0.14049812              17.11142           0.0806211              16.268559          0.06649802             15.626161          0.059369065            14.686504          0.052488394            13.984127          0.041580483            13.569257          0.036515493            12.9414            0.033661198            12.330844          0.028928762            11.60343           0.021560263            11.315614          0.01941526             11.008394          0.018781459            10.657911          0.017061187            10.304986          0.018621117            10.149995          0.019853951            9.908716           0.017814228            9.492069           0.018701913            9.296756           0.025336616            9.122353           0.02282608             8.846236           0.018744184            8.69312            0.018758502            i         "WISEA J225647.36-515844.3"            344.19736    -51.978992   13.667 0.026     12.124 0.023     8.492  0.023     5.722  0.037     0.0381        0.0374        75.7         ""           ""               ""           ""               ""           ""               344.1973613373385  -51.97903316327056   20.122345    19.799507    18.688118    18.895164    20.091133          19.778482          18.672659          18.883404          268.73685    325.1021     382.30414    259.95746    1.8070308        1.3006161        1.3535361        1.0480751        SER              6.0           7.78678E27   5.426468E25           2.312495E27   1.734603E26       ""                110.3235        3.0           1.0            0.4614               ""       ""            0.4749999940395355   0.475          0.094              1                     1                    ""               ""           344.19736   -51.978992    G        ""       ""                 
  "G4Jy 1800" "PKS 2255-70"                 1          344.63242        1.5                  -70.24453        1.7                  0             single     1                0              ""                 59.1         1.545         0.046             843.0  ""              ""                  -0.55559504      0.017685942          1.1748  0.0787     -0.5520428   0.030197      -0.5231868   0.01536708     0.6237622               5.480229           0.08460018             5.222649           0.0604255              5.1303883          0.065285586            4.8142157          0.05597811             4.772033           0.041727178            4.5245376          0.03329043             4.398762           0.035435226            4.2815886          0.030403227            4.1225224          0.02919849             4.0167513          0.025348652            3.8824146          0.030499095            3.748792           0.026669314            3.6486695          0.024711661            3.65708            0.029590264            3.5003433          0.02257987             3.440863           0.021335516            3.3662128          0.022921724            3.2276368          0.03105759             3.1600616          0.021782575            3.064979           0.0223557              i         "WISEA J225831.56-701439.7"            344.6315     -70.24437    14.165 0.026     12.936 0.026     9.955  0.058     7.36   0.138     0.047         0.0459        59.4         16.631       0.144            15.777       0.148            15.662       0.246            344.6315139917008  -70.24436871416292   17.491058    17.364084    17.542961    17.43963     17.405254          17.306284          17.500458          17.4073            1454.0707    1815.936     1949.5854    1046.5957    1.9151924        1.5207571        1.4176912        1.3277723        PSF              0.0           1.779138E28  3.145074E26           5.314481E27   4.825977E26       ""                481.0388        10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           344.6315    -70.24437     G        1.077    2017AJ....153..157T
  "G4Jy 1801" "PKS 2259-37"                 1          345.59979        0.48                 -37.30181        0.6                  0             single     1                0              <                  17.8         2.72          0.082             1400.0 -0.63165593     0.013551245         ""               ""                   2.72    0.082      -0.63165593  0.013551      ""           ""             ""                      13.674416          0.06645136             13.410388          0.047125224            13.432948          0.04654722             13.132861          0.042138718            12.897844          0.037764832            12.5673275         0.03015797             12.305196          0.028499555            11.837833          0.024564708            11.405021          0.02205539             11.103902          0.019543394            10.865819          0.018340623            10.567568          0.01741976             10.300086          0.016328529            10.035052          0.015796924            9.827278           0.014318472            9.667553           0.014472446            9.263854           0.018770793            9.114797           0.019459208            8.8177395          0.020307643            8.737676           0.022636443            i         "WISEA J230223.87-371806.5"            345.59946    -37.30183    14.798 0.047     13.552 0.035     11.056 0.131     8.463  ""        0.094         0.0773        134.1        ""           ""               ""           ""               ""           ""               345.5995214778938  -37.30191838107013   23.749865    23.18577     21.804781    21.14154     23.70528           23.155737          21.782698          21.124743          8.540684     8.225542     16.658985    19.131708    1.7853245        1.1133063        2.0665681        1.175752         REX              1.0           ""           ""                    2.651118E26   8.640623E24       <                 56.6884         3.0           1.0            0.1912               ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           345.59952   -37.30189     G        0.1912   2024ApJS..271....8G
  "G4Jy 1802" "PKS 2300-18"                 1          345.763078       0.49                 -18.69056        0.66                 0             double     3                0              ""                 120.383      1.394         0.032             1400.0 -0.5865518      0.010447303         ""               ""                   1.394   0.032      -0.5865518   0.010447      -0.79103816  0.014139618    0.28067818              9.032463           0.06826354             8.302061           0.055488314            7.748696           0.050733667            7.2739944          0.04592575             6.9683714          0.042719316            6.449992           0.03434031             6.0407248          0.031853862            5.7857137          0.030955933            5.4118676          0.021980364            5.146915           0.019978225            4.9419613          0.019581543            4.789863           0.018155621            4.6651597          0.018712264            4.518879           0.017764285            4.355307           0.01655445             4.28823            0.016186584            4.111794           0.01624501             4.0539126          0.01615114             3.8669739          0.015654251            3.7606814          0.014973888            i         "WISEA J230302.97-184125.8"            345.7624     -18.690502   11.803 0.022     10.79  0.02      8.122  0.023     5.854  0.046     0.0348        0.0333        74.3         15.29        0.067            14.486       0.07             13.312       0.045            345.7623999644677  -18.69050621732446   17.608347    Infinity     16.611809    17.023296    17.502672          Infinity           16.559465          16.983479          564.0808     0.0          1280.3081    527.77625    1.6705734        0.0              1.466477         1.4901601        PSF              0.0           2.193334E26  1.228978E24           5.795061E25   1.405391E24       ""                276.8202        6.0           1.0            0.12884              ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           345.7624    -18.690506    G        0.128929 20096dF...C...0000J
  "G4Jy 1803" "WISEA J230347.54-421454.3"   1          345.94792        1.5                  -42.2495         1.7                  0             single     1                1              ""                 64.8         1.201         0.036             843.0  ""              ""                  -0.80218816      0.017537076          0.9132  0.0614     -0.74246615  0.030198      -0.8789849   0.014261222    0.39995337              8.590829           0.06434741             7.7444353          0.04883412             7.327794           0.043046433            6.7435007          0.036959965            6.420127           0.034156132            5.950141           0.027589975            5.7063723          0.028081192            5.3287773          0.022713935            4.976113           0.01903872             4.7715306          0.016703807            4.554545           0.017900612            4.3509617          0.01569652             4.1620283          0.014666797            4.018981           0.015736446            3.9096427          0.01420096             3.7777045          0.015362176            3.5165524          0.020324256            3.3935738          0.022425817            3.3401375          0.023943976            3.3235416          0.026456757            i         "WISEA J230347.54-421454.3"            345.94812    -42.24844    15.548 0.041     14.991 0.069     12.5   0.465     8.377  ""        0.1084        0.1006        141.7        ""           ""               ""           ""               ""           ""               345.9479152084481  -42.24858981833582   21.547554    21.119991    20.720198    20.223768    21.50558           21.091717          20.699408          20.207954          129.22408    157.90717    114.83577    115.46554    1.5082119        1.3473821        1.2227036        1.3212967        REX              1.0           1.864776E28  2.398979E26           3.265394E27   2.886673E26       ""                507.6872        8.0           5.0            ""                   ""       ""            0.9179999828338623   0.918          0.268              1                     1                    ""               ""           345.94812   -42.24844     UvS      ""       ""                 
  "G4Jy 1804" "WISEA J230415.93-051810.8"   1          346.06662        0.45                 -5.30406         0.6                  0             single     1                0              <                  23.9         0.438         0.015             1400.0 -1.0090775      0.015600724         ""               ""                   0.438   0.015      -1.0090775   0.015601      -0.96894795  0.015020219    0.30177143              7.81974            0.094501115            7.22122            0.072257675            6.6898723          0.066197544            6.151513           0.05599617             5.6779847          0.0630559              5.2472486          0.04786548             5.0406475          0.046531275            4.7363677          0.045638625            4.3744364          0.027805436            4.1438556          0.024799846            3.8582115          0.021620609            3.726266           0.0211381              3.590907           0.022278111            3.4676728          0.018914444            3.2946486          0.02017522             3.133563           0.01946626             3.1048684          0.022649655            2.9442675          0.023433339            2.7676148          0.021980925            2.7297335          0.023137178            i         "WISEA J230415.93-051810.8"            346.06638    -5.303006    15.439 0.044     15.152 0.1       11.975 ""        9.014  ""        0.1226        0.1131        144.2        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           346.06638   -5.3030057    IrS      ""       ""                 
  "G4Jy 1805" "WISEA J230455.63-343134.5"   1          346.231666       0.49                 -34.52505        0.6                  0             single     2                1              ""                 53.082       1.317         0.044             1400.0 -0.52887225     0.015089016         ""               ""                   1.317   0.044      -0.52887225  0.015089      -0.5531898   0.014438242    0.12481169              6.148537           0.06378905             5.8890457          0.050818462            5.6067543          0.04377144             5.4121413          0.03937421             5.2525625          0.03871095             4.9756227          0.03198744             4.8159447          0.030207206            4.5613127          0.027578454            4.4050503          0.01786847             4.2764673          0.016272353            4.1434417          0.015688417            4.037272           0.014962055            3.9365304          0.014392535            3.8507714          0.014312674            3.7691686          0.013969957            3.7091765          0.013461647            3.601871           0.016331801            3.5180452          0.016754195            3.4373357          0.015690064            3.421819           0.017439304            i         "WISEA J230455.63-343134.5"            346.2318     -34.526253   16.198 0.059     15.441 0.098     11.614 0.191     8.52   ""        0.16          0.1455        145.5        ""           ""               ""           ""               ""           ""               346.2316538074995  -34.526055749252     24.358679    23.346573    22.148624    21.367437    24.294386          23.303265          22.116777          21.343212          2.3950021    5.0759687    13.061685    16.70641     1.563264         1.2523937        2.005371         1.152713         REX              1.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           346.2318    -34.52625     IrS      ""       ""                 
